,EVALID,PLOTID,STATECD,CONDID,SUBP,STATUSCD,STANDING_DEAD_CD,SPCD,scientific,NBR_STEMS,DIA,TPA_UNADJ,OWNGRPCD,FIA_LANDUSE,ITREE_LANDUSE,LEAF_AREA_ITREE,CROWN_DIEBACK_CD,IS_MAINTAINED_AREA,IS_STREET_TREE,IS_PLANTED
37559,AustinTX2022Curr,1114799,48,1,1,Live,NA,838,Quercus virginiana,1,8,6.018046286,Private,Forest land,Unused/Other,583.6110605,20,0,0,NA
37560,AustinTX2022Curr,1114799,48,1,1,Live,NA,838,Quercus virginiana,1,8.5,6.018046286,Private,Forest land,Unused/Other,1021.671157,15,0,0,NA
37561,AustinTX2022Curr,1114799,48,1,12,Live,NA,522,Diospyros texana,1,1.3,74.96528245,Private,Forest land,Unused/Other,36.07771797,0,0,0,NA
37562,AustinTX2022Curr,1114799,48,1,1,Live,NA,61,Juniperus ashei,1,5.9,6.018046286,Private,Forest land,Unused/Other,224.1330152,5,0,0,NA
37586,AustinTX2022Curr,1114666,48,1,1,Live,NA,547,Fraxinus velutina,1,14.2,6.018046286,Private,Residential,Residential,3725.523336,5,1,0,2
37618,AustinTX2022Curr,1114591,48,1,1,Live,NA,826,Quercus muehlenbergii,1,6,6.018046286,Private,Residential,Residential,773.0854909,0,1,0,1
37619,AustinTX2022Curr,1114704,48,1,11,Live,NA,973,Ulmus crassifolia,1,3.7,74.96528245,OtherFederal,Forest land,Unused/Other,264.9785474,0,0,0,2
37620,AustinTX2022Curr,1114704,48,1,1,Live,NA,7575,Ligustrum sinense,3,9.4,6.018046286,OtherFederal,Forest land,Unused/Other,951.9415443,0,0,0,2
37621,AustinTX2022Curr,1114693,48,2,1,Dead,No,461,Celtis laevigata,1,NA,6.018046286,StateLocal,Forest land,Unused/Other,NA,NA,NA,NA,NA
37622,AustinTX2022Curr,1114693,48,2,1,Live,NA,972,Ulmus americana,1,8.4,6.018046286,StateLocal,Forest land,Unused/Other,1755.447161,0,0,0,2
37623,AustinTX2022Curr,1114804,48,1,1,Live,NA,61,Juniperus ashei,9,10,6.018046286,Private,Forest land,Unused/Other,745.9075681,0,0,0,2
37624,AustinTX2022Curr,1114804,48,1,1,Live,NA,61,Juniperus ashei,4,10.6,6.018046286,Private,Forest land,Unused/Other,904.6654496,5,0,0,2
37625,AustinTX2022Curr,1114831,48,1,1,Live,NA,973,Ulmus crassifolia,2,11.2,6.018046286,StateLocal,Commercial/Industrial,Institutional/Commercial,1778.014418,0,1,0,1
37626,AustinTX2022Curr,1114838,48,1,1,Live,NA,838,Quercus virginiana,1,7.6,6.018046286,Private,Residential,Residential,1162.351057,0,1,0,1
37627,AustinTX2022Curr,1089208,48,1,1,Live,NA,973,Ulmus crassifolia,1,9.5,6.018046286,StateLocal,Forest land,Unused/Other,1679.13561,20,0,0,2
37628,AustinTX2022Curr,1089208,48,1,1,Live,NA,61,Juniperus ashei,3,11.5,6.018046286,StateLocal,Forest land,Unused/Other,1087.934838,5,0,0,2
37629,AustinTX2022Curr,1089208,48,1,1,Live,NA,61,Juniperus ashei,11,10.3,6.018046286,StateLocal,Forest land,Unused/Other,737.7676586,0,0,0,2
37630,AustinTX2022Curr,1114818,48,1,12,Live,NA,7578,Ligustrum lucidum,1,1.8,74.96528245,Private,Residential,Residential,56.88552563,0,0,0,2
37631,AustinTX2022Curr,1114818,48,1,1,Live,NA,7578,Ligustrum lucidum,1,5,6.018046286,Private,Residential,Residential,398.5254474,0,0,0,2
37632,AustinTX2022Curr,1114578,48,1,1,Live,NA,61,Juniperus ashei,1,7.3,6.018046286,Private,Residential,Residential,598.5080698,5,0,0,2
37633,AustinTX2022Curr,1114578,48,1,1,Live,NA,61,Juniperus ashei,1,8.7,6.018046286,Private,Residential,Residential,715.5492039,0,0,0,2
37634,AustinTX2022Curr,1114578,48,1,1,Live,NA,61,Juniperus ashei,1,8.8,6.018046286,Private,Residential,Residential,1019.432995,0,0,0,2
37635,AustinTX2022Curr,1114578,48,1,1,Live,NA,61,Juniperus ashei,1,7.4,6.018046286,Private,Residential,Residential,580.7704564,0,0,0,2
37636,AustinTX2022Curr,1114578,48,1,1,Live,NA,61,Juniperus ashei,1,6.9,6.018046286,Private,Residential,Residential,430.3933321,0,0,0,2
37637,AustinTX2022Curr,1114585,48,2,1,Live,NA,7532,Lagerstroemia indica,1,9.8,6.018046286,Private,Residential,Residential,1261.998375,0,1,0,1
37638,AustinTX2022Curr,1114685,48,1,1,Live,NA,544,Fraxinus pennsylvanica,1,13.8,6.018046286,Private,Forest land,Unused/Other,3437.66996,0,0,0,1
37639,AustinTX2022Curr,1114698,48,1,1,Live,NA,547,Fraxinus velutina,1,8,6.018046286,Private,Commercial/Industrial,Institutional/Commercial,1933.960705,0,1,0,2
37640,AustinTX2022Curr,1114711,48,1,1,Live,NA,7532,Lagerstroemia indica,5,8.8,6.018046286,Private,Multi-family,Multi-family,353.3493061,0,1,1,1
37641,AustinTX2022Curr,1114740,48,1,1,Live,NA,838,Quercus virginiana,1,10.3,6.018046286,Private,Commercial/Industrial,Institutional/Commercial,2950.345675,0,1,0,2
37642,AustinTX2022Curr,1114740,48,1,1,Live,NA,838,Quercus virginiana,1,10.7,6.018046286,Private,Commercial/Industrial,Institutional/Commercial,2850.149055,0,1,0,2
37643,AustinTX2022Curr,1114748,48,1,1,Live,NA,461,Celtis laevigata,1,5.5,6.018046286,StateLocal,Rights-of-Way,Institutional/Commercial,941.9502426,0,0,0,2
37644,AustinTX2022Curr,1114755,48,2,1,Live,NA,461,Celtis laevigata,1,16,6.018046286,Private,Residential,Residential,6710.403684,5,1,0,2
37645,AustinTX2022Curr,1114767,48,1,1,Live,NA,8513,Quercus buckleyi,1,12.4,6.018046286,Private,Residential,Residential,4668.8295,0,1,0,2
37646,AustinTX2022Curr,1114769,48,1,1,Live,NA,61,Juniperus ashei,1,8.2,6.018046286,StateLocal,Forest land,Unused/Other,676.2034034,0,0,0,2
37647,AustinTX2022Curr,1114769,48,1,1,Live,NA,61,Juniperus ashei,1,8,6.018046286,StateLocal,Forest land,Unused/Other,572.2066728,5,0,0,2
37648,AustinTX2022Curr,1114769,48,1,1,Live,NA,61,Juniperus ashei,1,5.8,6.018046286,StateLocal,Forest land,Unused/Other,379.4313914,0,0,0,2
37649,AustinTX2022Curr,1114769,48,1,1,Live,NA,61,Juniperus ashei,1,6,6.018046286,StateLocal,Forest land,Unused/Other,377.418232,0,0,0,2
37650,AustinTX2022Curr,1114769,48,1,1,Dead,Yes,61,Juniperus ashei,1,6.2,6.018046286,StateLocal,Forest land,Unused/Other,0,NA,0,0,2
37651,AustinTX2022Curr,1114769,48,1,1,Live,NA,61,Juniperus ashei,1,5.7,6.018046286,StateLocal,Forest land,Unused/Other,307.857628,5,0,0,2
37652,AustinTX2022Curr,1114769,48,1,1,Live,NA,61,Juniperus ashei,1,5.5,6.018046286,StateLocal,Forest land,Unused/Other,315.1421746,0,0,0,2
37653,AustinTX2022Curr,1114794,48,1,1,No Status,NA,808,Quercus sinuata var. sinuata,1,NA,6.018046286,StateLocal,Forest land,Unused/Other,NA,NA,NA,NA,NA
37654,AustinTX2022Curr,1114833,48,1,12,Live,NA,7469,Ilex vomitoria,1,1.3,74.96528245,Private,Forest land,Unused/Other,32.60957465,5,0,0,2
37655,AustinTX2022Curr,1114833,48,1,1,Live,NA,61,Juniperus ashei,1,6.6,6.018046286,Private,Forest land,Unused/Other,395.1379714,5,0,0,2
37656,AustinTX2022Curr,1114638,48,1,1,Live,NA,544,Fraxinus pennsylvanica,1,6.5,6.018046286,Private,Forest land,Unused/Other,1313.049207,5,0,0,2
37662,AustinTX2022Curr,1114581,48,1,1,Live,NA,61,Juniperus ashei,1,5,6.018046286,StateLocal,Forest land,Unused/Other,205.9351256,5,0,0,2
37663,AustinTX2022Curr,1114581,48,1,1,Live,NA,61,Juniperus ashei,1,6.3,6.018046286,StateLocal,Forest land,Unused/Other,401.5843217,0,0,0,2
37664,AustinTX2022Curr,1114581,48,1,1,Live,NA,61,Juniperus ashei,1,11.7,6.018046286,StateLocal,Forest land,Unused/Other,1518.566981,0,0,0,2
37665,AustinTX2022Curr,1114581,48,1,14,Live,NA,61,Juniperus ashei,1,2.6,74.96528245,StateLocal,Forest land,Unused/Other,52.49676557,0,0,0,2
37666,AustinTX2022Curr,1114690,48,1,13,Live,NA,973,Ulmus crassifolia,1,1.9,74.96528245,StateLocal,Forest land,Unused/Other,69.6656648,0,0,0,2
37667,AustinTX2022Curr,1114690,48,1,1,Live,NA,973,Ulmus crassifolia,1,11.3,6.018046286,StateLocal,Forest land,Unused/Other,3883.926036,0,0,0,2
37668,AustinTX2022Curr,1114690,48,1,1,Live,NA,973,Ulmus crassifolia,1,15.1,6.018046286,StateLocal,Forest land,Unused/Other,4695.85486,0,0,0,2
37669,AustinTX2022Curr,1114773,48,1,1,Live,NA,61,Juniperus ashei,1,6.5,6.018046286,Private,Forest land,Unused/Other,413.698908,0,0,0,2
37670,AustinTX2022Curr,1114773,48,1,14,Live,NA,61,Juniperus ashei,1,3.9,74.96528245,Private,Forest land,Unused/Other,168.2656035,0,0,0,2
37671,AustinTX2022Curr,1114773,48,1,1,Live,NA,61,Juniperus ashei,1,6.1,6.018046286,Private,Forest land,Unused/Other,445.3172441,0,0,0,2
37672,AustinTX2022Curr,1114773,48,1,11,Live,NA,61,Juniperus ashei,1,3.5,74.96528245,Private,Forest land,Unused/Other,254.6882404,0,0,0,2
37673,AustinTX2022Curr,1114773,48,1,1,Live,NA,838,Quercus virginiana,1,7.9,6.018046286,Private,Forest land,Unused/Other,926.344602,0,0,0,2
37674,AustinTX2022Curr,1114668,48,2,1,Live,NA,61,Juniperus ashei,1,7.2,6.018046286,Private,Forest land,Unused/Other,500.043755,0,0,0,2
37675,AustinTX2022Curr,1114824,48,1,1,Live,NA,838,Quercus virginiana,1,12.2,6.018046286,Private,Residential,Residential,3493.149249,5,1,0,2
37676,AustinTX2022Curr,1114670,48,1,13,Live,NA,461,Celtis laevigata,1,1.4,74.96528245,StateLocal,Forest land,Cemetery/Park/Golf,47.68762314,0,0,0,2
37677,AustinTX2022Curr,1114670,48,1,11,Live,NA,461,Celtis laevigata,1,1.2,74.96528245,StateLocal,Forest land,Cemetery/Park/Golf,41.43268605,10,0,0,2
37678,AustinTX2022Curr,1114639,48,1,1,Live,NA,973,Ulmus crassifolia,1,5.7,6.018046286,Private,Forest land,Unused/Other,814.2634925,0,0,0,2
37679,AustinTX2022Curr,1114816,48,1,1,Live,NA,461,Celtis laevigata,1,9.3,6.018046286,Private,Residential,Residential,1963.951545,0,1,0,2
37680,AustinTX2022Curr,1114793,48,1,11,Live,NA,61,Juniperus ashei,1,1.3,74.96528245,StateLocal,Forest land,Cemetery/Park/Golf,34.32752046,0,0,0,2
37681,AustinTX2022Curr,1114793,48,1,1,Live,NA,61,Juniperus ashei,1,25.1,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,5736.151863,5,0,0,2
37683,AustinTX2022Curr,1114687,48,1,1,Live,NA,731,Platanus occidentalis,1,9.2,6.018046286,Private,Rights-of-Way,Institutional/Commercial,943.1509123,0,1,1,1
37684,AustinTX2022Curr,1114746,48,1,11,Live,NA,522,Diospyros texana,1,3.4,74.96528245,Private,Recreation/Cemetery,Cemetery/Park/Golf,142.7375512,0,0,0,2
37685,AustinTX2022Curr,1114746,48,1,1,Live,NA,8513,Quercus buckleyi,1,8.1,6.018046286,Private,Recreation/Cemetery,Cemetery/Park/Golf,1185.750725,20,0,0,2
37687,AustinTX2022Curr,1114658,48,1,1,Live,NA,973,Ulmus crassifolia,1,5.2,6.018046286,StateLocal,Forest land,Unused/Other,580.2449752,0,0,0,2
37688,AustinTX2022Curr,1114592,48,1,1,Dead,Yes,61,Juniperus ashei,1,8.7,6.018046286,Private,Forest land,Unused/Other,0,NA,0,0,2
37689,AustinTX2022Curr,1114592,48,1,1,Live,NA,61,Juniperus ashei,1,8.3,6.018046286,Private,Forest land,Unused/Other,677.1980712,0,0,0,2
37692,AustinTX2022Curr,1114659,48,1,12,Live,NA,994,Triadica sebifera,1,1.1,74.96528245,StateLocal,Forest land,Cemetery/Park/Golf,27.15359056,0,0,0,2
37693,AustinTX2022Curr,1114659,48,1,13,Live,NA,994,Triadica sebifera,1,1.5,74.96528245,StateLocal,Forest land,Cemetery/Park/Golf,56.22396945,0,0,0,2
37694,AustinTX2022Curr,1114659,48,1,12,Live,NA,994,Triadica sebifera,1,3,74.96528245,StateLocal,Forest land,Cemetery/Park/Golf,79.57999426,15,0,0,2
37695,AustinTX2022Curr,1114716,48,1,1,Live,NA,973,Ulmus crassifolia,1,11.2,6.018046286,Private,Residential,Residential,2209.280112,0,1,0,2
37696,AustinTX2022Curr,1114811,48,2,1,Removed,NA,973,Ulmus crassifolia,1,NA,6.018046286,Private,Residential,Residential,NA,NA,NA,NA,NA
37712,AustinTX2022Curr,1114775,48,1,1,Live,NA,61,Juniperus ashei,1,6.3,6.018046286,StateLocal,Forest land,Unused/Other,334.9301455,0,0,0,2
37713,AustinTX2022Curr,1114775,48,1,11,Live,NA,522,Diospyros texana,1,1.4,74.96528245,StateLocal,Forest land,Unused/Other,24.31702767,0,0,0,2
37728,AustinTX2022Curr,1114782,48,1,1,Live,NA,61,Juniperus ashei,1,6,6.018046286,StateLocal,Forest land,Unused/Other,432.3727517,0,0,0,2
37729,AustinTX2022Curr,1114782,48,1,12,Live,NA,61,Juniperus ashei,1,3.1,74.96528245,StateLocal,Forest land,Unused/Other,275.7239958,0,0,0,2
37730,AustinTX2022Curr,1114782,48,1,1,Live,NA,61,Juniperus ashei,1,6,6.018046286,StateLocal,Forest land,Unused/Other,324.9727767,0,0,0,2
37744,AustinTX2022Curr,1114749,48,1,1,Dead,Yes,61,Juniperus ashei,1,5.6,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,0,NA,0,0,2
37745,AustinTX2022Curr,1114749,48,1,1,Live,NA,6262,Broussonetia papyrifera,1,15.8,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,2283.732996,0,0,0,2
37757,AustinTX2022Curr,1114749,48,1,1,Live,NA,544,Fraxinus pennsylvanica,3,21.5,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,6246.47052,5,0,0,2
37758,AustinTX2022Curr,1114749,48,1,1,Live,NA,6262,Broussonetia papyrifera,1,8.3,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,2030.516866,0,0,0,2
37759,AustinTX2022Curr,1114749,48,1,1,Live,NA,6262,Broussonetia papyrifera,1,7.5,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,2424.809041,0,0,0,2
37760,AustinTX2022Curr,1114749,48,1,1,No Status,NA,61,Juniperus ashei,NA,NA,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,NA,NA,NA,NA,NA
37761,AustinTX2022Curr,1114789,48,1,1,Live,NA,461,Celtis laevigata,1,17.7,6.018046286,Private,Forest land,Unused/Other,8453.445304,0,0,0,2
37762,AustinTX2022Curr,1114789,48,1,1,Live,NA,313,Acer negundo,1,5.2,6.018046286,Private,Forest land,Unused/Other,1145.134837,0,0,0,2
37763,AustinTX2022Curr,1114789,48,1,1,Live,NA,972,Ulmus americana,1,35.9,6.018046286,Private,Forest land,Unused/Other,9938.139744,15,0,0,2
37764,AustinTX2022Curr,1114680,48,1,1,Removed,NA,381,Sideroxylon lanuginosum ssp. lanuginosum,1,NA,6.018046286,Private,Residential,Residential,NA,NA,NA,NA,NA
37777,AustinTX2022Curr,1114680,48,1,1,Live,NA,404,Carya illinoinensis,1,12.4,6.018046286,Private,Residential,Residential,3089.209834,20,1,0,2
37778,AustinTX2022Curr,1114719,48,1,1,Live,NA,61,Juniperus ashei,1,11,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,1500.376861,0,0,0,2
37779,AustinTX2022Curr,1114719,48,1,1,Live,NA,522,Diospyros texana,4,6.7,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,435.1059163,0,0,0,2
37780,AustinTX2022Curr,1114719,48,1,1,Live,NA,61,Juniperus ashei,7,16.6,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,1965.912896,0,0,0,2
37792,AustinTX2022Curr,1114719,48,1,1,Live,NA,973,Ulmus crassifolia,1,5.4,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,569.7925747,0,0,0,2
37793,AustinTX2022Curr,1114555,48,1,14,Live,NA,6748,Cornus drummondii,1,1.3,74.96528245,Private,Forest land,Cemetery/Park/Golf,34.0848011,0,0,0,2
37794,AustinTX2022Curr,1114555,48,1,13,Live,NA,404,Carya illinoinensis,1,1.9,74.96528245,Private,Forest land,Cemetery/Park/Golf,100.3556647,0,0,0,2
37819,AustinTX2022Curr,1114774,48,1,1,Live,NA,61,Juniperus ashei,1,6.6,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,357.0784867,0,0,0,2
37820,AustinTX2022Curr,1114774,48,1,11,Live,NA,61,Juniperus ashei,1,4.9,74.96528245,StateLocal,Forest land,Cemetery/Park/Golf,366.0249795,0,0,0,2
37821,AustinTX2022Curr,1114783,48,1,1,Live,NA,61,Juniperus ashei,1,6.8,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,605.7188354,0,0,0,2
37822,AustinTX2022Curr,1114783,48,1,1,Live,NA,8513,Quercus buckleyi,1,6.9,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,2110.968378,0,0,0,2
37842,AustinTX2022Curr,1114783,48,1,1,Live,NA,61,Juniperus ashei,1,6.2,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,680.4634679,0,0,0,2
37843,AustinTX2022Curr,1114783,48,1,1,Live,NA,61,Juniperus ashei,1,8.5,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,923.5703643,0,0,0,2
37844,AustinTX2022Curr,1114783,48,1,1,Live,NA,8513,Quercus buckleyi,1,7.7,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,2369.198629,0,0,0,2
37845,AustinTX2022Curr,1114783,48,1,1,Live,NA,8513,Quercus buckleyi,1,9.8,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,3425.371894,0,0,0,2
37863,AustinTX2022Curr,1114768,48,1,1,Live,NA,61,Juniperus ashei,1,5.6,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,662.3217716,0,0,0,2
37864,AustinTX2022Curr,1114768,48,1,1,Live,NA,61,Juniperus ashei,1,6.6,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,225.2981919,0,0,0,2
37865,AustinTX2022Curr,1114761,48,1,1,Live,NA,838,Quercus virginiana,1,12.8,6.018046286,Private,Residential,Residential,3721.155891,5,1,0,2
37879,AustinTX2022Curr,1114727,48,1,11,Live,NA,61,Juniperus ashei,1,3.1,74.96528245,StateLocal,Forest land,Cemetery/Park/Golf,97.91516624,5,0,0,2
37880,AustinTX2022Curr,1114727,48,1,1,Dead,No,973,Ulmus crassifolia,1,NA,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,NA,NA,NA,NA,NA
37881,AustinTX2022Curr,1114791,48,1,1,Live,NA,61,Juniperus ashei,1,5.6,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,195.1429343,0,0,0,2
37883,AustinTX2022Curr,1114821,48,2,1,Live,NA,826,Quercus muehlenbergii,1,5.2,6.018046286,Private,Residential,Residential,621.0049877,0,1,0,1
37891,AustinTX2022Curr,1114601,48,1,1,Live,NA,681,Morus alba,1,13,6.018046286,Private,Multi-family,Multi-family,3473.72049,5,1,0,2
37892,AustinTX2022Curr,1120066,48,1,1,Live,NA,838,Quercus virginiana,1,14.1,6.018046286,Private,Residential,Residential,3678.008417,5,1,0,2
37894,AustinTX2022Curr,1114786,48,1,1,Dead,No,61,Juniperus ashei,NA,NA,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,NA,NA,NA,NA,NA
37895,AustinTX2022Curr,1114786,48,1,1,Live,NA,61,Juniperus ashei,1,19.7,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,3600.593333,0,0,0,2
37896,AustinTX2022Curr,1114786,48,1,13,Live,NA,522,Diospyros texana,1,1.9,74.96528245,StateLocal,Forest land,Cemetery/Park/Golf,50.1265502,0,0,0,2
37897,AustinTX2022Curr,1114771,48,1,1,Live,NA,61,Juniperus ashei,2,5.2,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,234.7392007,0,0,0,2
37904,AustinTX2022Curr,1114772,48,1,1,Live,NA,838,Quercus virginiana,1,9.4,6.018046286,StateLocal,Forest land,Unused/Other,2450.54243,5,0,0,2
37905,AustinTX2022Curr,1114763,48,1,1,Live,NA,61,Juniperus ashei,1,20.3,6.018046286,Private,Forest land,Unused/Other,3456.985662,5,0,0,2
37906,AustinTX2022Curr,1114763,48,1,11,Live,NA,838,Quercus virginiana,1,4.4,74.96528245,Private,Forest land,Unused/Other,341.1663879,0,0,0,2
37907,AustinTX2022Curr,1114771,48,1,1,Live,NA,8513,Quercus buckleyi,1,8.7,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,1045.446746,0,0,0,2
37908,AustinTX2022Curr,1114762,48,1,1,Live,NA,973,Ulmus crassifolia,1,13.1,6.018046286,Private,Forest land,Unused/Other,5574.268702,0,0,0,2
37918,AustinTX2022Curr,1114763,48,1,12,Dead,Yes,61,Juniperus ashei,3,4.8,74.96528245,Private,Forest land,Unused/Other,0,NA,0,0,2
37919,AustinTX2022Curr,1114763,48,1,1,Live,NA,838,Quercus virginiana,1,13.5,6.018046286,Private,Forest land,Unused/Other,2521.728398,5,0,0,2
37920,AustinTX2022Curr,1114766,48,2,1,Live,NA,838,Quercus virginiana,1,12.4,6.018046286,Private,Forest land,Unused/Other,4117.748362,5,0,0,2
37921,AustinTX2022Curr,1114766,48,2,11,Live,NA,61,Juniperus ashei,1,2.4,74.96528245,Private,Forest land,Unused/Other,110.0827197,0,0,0,2
37922,AustinTX2022Curr,1114766,48,2,1,Live,NA,838,Quercus virginiana,1,13.8,6.018046286,Private,Forest land,Unused/Other,3963.847123,5,0,0,2
37923,AustinTX2022Curr,1114801,48,1,1,Live,NA,61,Juniperus ashei,1,8.3,6.018046286,Private,Forest land,Unused/Other,543.4248827,0,0,0,2
37924,AustinTX2022Curr,1114644,48,1,1,Live,NA,756,Prosopis glandulosa,2,9.3,6.018046286,Private,Rights-of-Way,Transportation/Utility,587.3206118,0,1,0,2
37925,AustinTX2022Curr,1114739,48,1,1,Live,NA,61,Juniperus ashei,1,10,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,722.154249,5,0,0,2
37926,AustinTX2022Curr,1114739,48,1,1,Live,NA,61,Juniperus ashei,1,6,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,288.3769957,0,0,0,2
37927,AustinTX2022Curr,1114739,48,1,1,Live,NA,61,Juniperus ashei,1,14.5,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,1352.232697,5,0,0,2
37928,AustinTX2022Curr,1114739,48,1,1,Live,NA,61,Juniperus ashei,1,9.6,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,733.9842059,0,0,0,2
37934,AustinTX2022Curr,1114801,48,1,11,Live,NA,7578,Ligustrum lucidum,2,2.9,74.96528245,Private,Forest land,Unused/Other,101.8663012,0,0,0,2
37935,AustinTX2022Curr,1114801,48,2,1,Live,NA,61,Juniperus ashei,1,16.3,6.018046286,Private,Residential,Residential,3257.643974,5,1,0,2
37936,AustinTX2022Curr,1114801,48,1,13,Live,NA,838,Quercus virginiana,1,1.8,74.96528245,Private,Forest land,Unused/Other,50.57434566,5,0,0,2
37937,AustinTX2022Curr,1114801,48,1,1,Live,NA,838,Quercus virginiana,1,6,6.018046286,Private,Forest land,Unused/Other,452.1704498,0,0,0,2
37938,AustinTX2022Curr,1114805,48,1,1,Live,NA,61,Juniperus ashei,1,8.4,6.018046286,Private,Forest land,Unused/Other,517.5762427,5,0,0,2
37939,AustinTX2022Curr,1114805,48,1,1,Live,NA,61,Juniperus ashei,1,6.4,6.018046286,Private,Forest land,Unused/Other,260.9877071,5,0,0,2
37940,AustinTX2022Curr,1114739,48,1,1,Live,NA,838,Quercus virginiana,1,7.2,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,916.876464,5,0,0,2
37941,AustinTX2022Curr,1114659,48,1,13,Live,NA,994,Triadica sebifera,1,1.9,74.96528245,StateLocal,Forest land,Cemetery/Park/Golf,48.91047915,0,0,0,2
37942,AustinTX2022Curr,1114659,48,1,13,Live,NA,994,Triadica sebifera,1,2.8,74.96528245,StateLocal,Forest land,Cemetery/Park/Golf,98.018794,0,0,0,2
37952,AustinTX2022Curr,1114805,48,1,1,Live,NA,61,Juniperus ashei,1,7.5,6.018046286,Private,Forest land,Unused/Other,354.9868467,0,0,0,2
37953,AustinTX2022Curr,1114805,48,1,1,Live,NA,61,Juniperus ashei,6,8.6,6.018046286,Private,Forest land,Unused/Other,459.3997699,0,0,0,2
37954,AustinTX2022Curr,1114805,48,1,1,Live,NA,61,Juniperus ashei,1,6.5,6.018046286,Private,Forest land,Unused/Other,339.4396355,0,0,0,2
37955,AustinTX2022Curr,1114805,48,1,11,Live,NA,838,Quercus virginiana,1,2.1,74.96528245,Private,Forest land,Unused/Other,54.09818697,0,0,0,2
37956,AustinTX2022Curr,1114595,48,2,1,Live,NA,7532,Lagerstroemia indica,4,9.9,6.018046286,StateLocal,Rights-of-Way,Residential,212.2141387,0,1,1,1
40410,AustinTX2022Curr,1114802,48,1,1,Live,NA,61,Juniperus ashei,1,14.5,6.018046286,Private,Forest land,Unused/Other,1381.531375,10,0,0,NA
40411,AustinTX2022Curr,1114802,48,1,1,Live,NA,838,Quercus virginiana,1,6.8,6.018046286,Private,Forest land,Unused/Other,675.6500342,0,0,0,NA
40412,AustinTX2022Curr,1114797,48,1,1,Live,NA,61,Juniperus ashei,15,15.7,6.018046286,Private,Forest land,Unused/Other,1347.72311,10,0,0,NA
40413,AustinTX2022Curr,1114797,48,1,1,Live,NA,61,Juniperus ashei,1,5.6,6.018046286,Private,Forest land,Unused/Other,194.1021368,5,0,0,NA
40414,AustinTX2022Curr,1114797,48,1,1,Live,NA,61,Juniperus ashei,1,6.2,6.018046286,Private,Forest land,Unused/Other,282.0695932,10,0,0,NA
40415,AustinTX2022Curr,1114797,48,1,1,Live,NA,61,Juniperus ashei,5,6.5,6.018046286,Private,Forest land,Unused/Other,307.0612807,0,0,0,NA
40416,AustinTX2022Curr,1114803,48,1,1,Live,NA,61,Juniperus ashei,8,12.3,6.018046286,Private,Forest land,Unused/Other,312.6918496,60,0,0,NA
40417,AustinTX2022Curr,1114803,48,1,1,Live,NA,61,Juniperus ashei,1,5,6.018046286,Private,Forest land,Unused/Other,166.0833907,5,0,0,NA
40418,AustinTX2022Curr,1114803,48,1,14,Live,NA,61,Juniperus ashei,1,1.5,74.96528245,Private,Forest land,Unused/Other,45.93071754,0,0,0,NA
40427,AustinTX2022Curr,1114809,48,1,1,Live,NA,61,Juniperus ashei,2,9.7,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,812.849942,10,0,0,NA
40428,AustinTX2022Curr,1114809,48,1,1,Live,NA,61,Juniperus ashei,4,8.6,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,602.8724853,5,0,0,NA
40429,AustinTX2022Curr,1114809,48,1,1,Live,NA,61,Juniperus ashei,4,14.4,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,2249.443962,10,0,0,NA
40432,AustinTX2022Curr,1114788,48,1,1,Live,NA,61,Juniperus ashei,1,5.6,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,225.5956238,0,0,0,NA
